Country Name,Indicator Name,Year,Observation Value,Nature,Obs_Status,Date Updated,Country Files,Footnote,Continent,Year_Total,Percentage_of_Total
Sierra Leone,Beach litter originating from national land-based sources ends in the Ocean,2019,75,M,A,2022-02-02,-,-,Africa,4667449,0.0
Sierra Leone,Beach litter originating from national land-based sources ends in the Ocean,2020,8,M,A,2022-02-02,-,-,Africa,4896483,0.0
Sierra Leone,Beach litter originating from national land-based sources ends in the Ocean,2021,269,M,A,2022-02-02,-,-,Africa,5283239,0.01
Sierra Leone,Beach litter originating from national land-based sources ends in the Ocean,2022,189,M,A,2023-10-08,-,-,Africa,5265779,0.0
Solomon Islands,Beach litter originating from national land-based sources ends in the Ocean,2017,12913,M,A,2022-02-02,-,-,Oceania,4753968,0.27
Solomon Islands,Beach litter originating from national land-based sources ends in the Ocean,2018,13746,M,A,2022-02-02,-,-,Oceania,4709069,0.29
Solomon Islands,Beach litter originating from national land-based sources ends in the Ocean,2019,12002,M,A,2022-02-02,-,-,Oceania,4667449,0.26
Solomon Islands,Beach litter originating from national land-based sources ends in the Ocean,2020,12544,M,A,2022-02-02,-,-,Oceania,4896483,0.26
Solomon Islands,Beach litter originating from national land-based sources ends in the Ocean,2021,11587,M,A,2022-02-02,-,-,Oceania,5283239,0.22
Solomon Islands,Beach litter originating from national land-based sources ends in the Ocean,2022,11871,M,A,2023-10-08,-,-,Oceania,5265779,0.23
Somalia,Beach litter originating from national land-based sources ends in the Ocean,2017,734,M,A,2022-02-02,-,-,Africa,4753968,0.02
Somalia,Beach litter originating from national land-based sources ends in the Ocean,2018,790,M,A,2022-02-02,-,-,Africa,4709069,0.02
Somalia,Beach litter originating from national land-based sources ends in the Ocean,2019,661,M,A,2022-02-02,-,-,Africa,4667449,0.01
Somalia,Beach litter originating from national land-based sources ends in the Ocean,2020,966,M,A,2022-02-02,-,-,Africa,4896483,0.02
Somalia,Beach litter originating from national land-based sources ends in the Ocean,2021,891,M,A,2022-02-02,-,-,Africa,5283239,0.02
Somalia,Beach litter originating from national land-based sources ends in the Ocean,2022,864,M,A,2023-10-08,-,-,Africa,5265779,0.02
South Africa,Beach litter originating from national land-based sources ends in the Ocean,2017,103608,M,A,2022-02-02,-,-,Africa,4753968,2.18
South Africa,Beach litter originating from national land-based sources ends in the Ocean,2018,107613,M,A,2022-02-02,-,-,Africa,4709069,2.29
South Africa,Beach litter originating from national land-based sources ends in the Ocean,2019,106290,M,A,2022-02-02,-,-,Africa,4667449,2.28
South Africa,Beach litter originating from national land-based sources ends in the Ocean,2020,108535,M,A,2022-02-02,-,-,Africa,4896483,2.22
South Africa,Beach litter originating from national land-based sources ends in the Ocean,2021,111799,M,A,2022-02-02,-,-,Africa,5283239,2.12
South Africa,Beach litter originating from national land-based sources ends in the Ocean,2022,113360,M,A,2023-10-08,-,-,Africa,5265779,2.15
Spain,Beach litter originating from national land-based sources ends in the Ocean,2017,3357,M,A,2022-02-02,-,-,Europe,4753968,0.07
Spain,Beach litter originating from national land-based sources ends in the Ocean,2018,3924,M,A,2022-02-02,-,-,Europe,4709069,0.08
Spain,Beach litter originating from national land-based sources ends in the Ocean,2019,3498,M,A,2022-02-02,-,-,Europe,4667449,0.07
Spain,Beach litter originating from national land-based sources ends in the Ocean,2020,3636,M,A,2022-02-02,-,-,Europe,4896483,0.07
Spain,Beach litter originating from national land-based sources ends in the Ocean,2021,3390,M,A,2022-02-02,-,-,Europe,5283239,0.06
Spain,Beach litter originating from national land-based sources ends in the Ocean,2022,3522,M,A,2023-10-08,-,-,Europe,5265779,0.07
Sri Lanka,Beach litter originating from national land-based sources ends in the Ocean,2017,31628,M,A,2022-02-02,-,-,Asia,4753968,0.67
Sri Lanka,Beach litter originating from national land-based sources ends in the Ocean,2018,33382,M,A,2022-02-02,-,-,Asia,4709069,0.71
Sri Lanka,Beach litter originating from national land-based sources ends in the Ocean,2019,33506,M,A,2022-02-02,-,-,Asia,4667449,0.72
Sri Lanka,Beach litter originating from national land-based sources ends in the Ocean,2020,36457,M,A,2022-02-02,-,-,Asia,4896483,0.74
Sri Lanka,Beach litter originating from national land-based sources ends in the Ocean,2021,33979,M,A,2022-02-02,-,-,Asia,5283239,0.64
Sri Lanka,Beach litter originating from national land-based sources ends in the Ocean,2022,34403,M,A,2023-10-08,-,-,Asia,5265779,0.65
Sudan,Beach litter originating from national land-based sources ends in the Ocean,2017,747,M,A,2022-02-02,-,-,Africa,4753968,0.02
Sudan,Beach litter originating from national land-based sources ends in the Ocean,2018,745,M,A,2022-02-02,-,-,Africa,4709069,0.02
Sudan,Beach litter originating from national land-based sources ends in the Ocean,2019,528,M,A,2022-02-02,-,-,Africa,4667449,0.01
Sudan,Beach litter originating from national land-based sources ends in the Ocean,2020,918,M,A,2022-02-02,-,-,Africa,4896483,0.02
Sudan,Beach litter originating from national land-based sources ends in the Ocean,2021,596,M,A,2022-02-02,-,-,Africa,5283239,0.01
Sudan,Beach litter originating from national land-based sources ends in the Ocean,2022,686,M,A,2023-10-08,-,-,Africa,5265779,0.01
Suriname,Beach litter originating from national land-based sources ends in the Ocean,2017,2495,M,A,2022-02-02,-,-,South America,4753968,0.05
Suriname,Beach litter originating from national land-based sources ends in the Ocean,2018,1883,M,A,2022-02-02,-,-,South America,4709069,0.04
Suriname,Beach litter originating from national land-based sources ends in the Ocean,2019,2439,M,A,2022-02-02,-,-,South America,4667449,0.05
Suriname,Beach litter originating from national land-based sources ends in the Ocean,2020,4285,M,A,2022-02-02,-,-,South America,4896483,0.09
Suriname,Beach litter originating from national land-based sources ends in the Ocean,2021,3707,M,A,2022-02-02,-,-,South America,5283239,0.07
Suriname,Beach litter originating from national land-based sources ends in the Ocean,2022,4307,M,A,2023-10-08,-,-,South America,5265779,0.08
Sweden,Beach litter originating from national land-based sources ends in the Ocean,2017,75,M,A,2022-02-02,-,-,Europe,4753968,0.0
Sweden,Beach litter originating from national land-based sources ends in the Ocean,2018,164,M,A,2022-02-02,-,-,Europe,4709069,0.0
Sweden,Beach litter originating from national land-based sources ends in the Ocean,2019,145,M,A,2022-02-02,-,-,Europe,4667449,0.0
Sweden,Beach litter originating from national land-based sources ends in the Ocean,2020,90,M,A,2022-02-02,-,-,Europe,4896483,0.0
Sweden,Beach litter originating from national land-based sources ends in the Ocean,2021,146,M,A,2022-02-02,-,-,Europe,5283239,0.0
Sweden,Beach litter originating from national land-based sources ends in the Ocean,2022,140,M,A,2023-10-08,-,-,Europe,5265779,0.0
Syrian Arab Republic,Beach litter originating from national land-based sources ends in the Ocean,2017,781,M,A,2022-02-02,-,-,Asia,4753968,0.02
Syrian Arab Republic,Beach litter originating from national land-based sources ends in the Ocean,2018,1173,M,A,2022-02-02,-,-,Asia,4709069,0.02
Syrian Arab Republic,Beach litter originating from national land-based sources ends in the Ocean,2019,1089,M,A,2022-02-02,-,-,Asia,4667449,0.02
Syrian Arab Republic,Beach litter originating from national land-based sources ends in the Ocean,2020,1026,M,A,2022-02-02,-,-,Asia,4896483,0.02
Syrian Arab Republic,Beach litter originating from national land-based sources ends in the Ocean,2021,980,M,A,2022-02-02,-,-,Asia,5283239,0.02
Syrian Arab Republic,Beach litter originating from national land-based sources ends in the Ocean,2022,831,M,A,2023-10-08,-,-,Asia,5265779,0.02
Thailand,Beach litter originating from national land-based sources ends in the Ocean,2017,104078,M,A,2022-02-02,-,-,Asia,4753968,2.19
Thailand,Beach litter originating from national land-based sources ends in the Ocean,2018,84055,M,A,2022-02-02,-,-,Asia,4709069,1.78
Thailand,Beach litter originating from national land-based sources ends in the Ocean,2019,86455,M,A,2022-02-02,-,-,Asia,4667449,1.85
Thailand,Beach litter originating from national land-based sources ends in the Ocean,2020,91281,M,A,2022-02-02,-,-,Asia,4896483,1.86
Thailand,Beach litter originating from national land-based sources ends in the Ocean,2021,97829,M,A,2022-02-02,-,-,Asia,5283239,1.85
Thailand,Beach litter originating from national land-based sources ends in the Ocean,2022,128830,M,A,2023-10-08,-,-,Asia,5265779,2.45
Timor-Leste,Beach litter originating from national land-based sources ends in the Ocean,2017,5254,M,A,2022-02-02,-,-,Asia,4753968,0.11
Timor-Leste,Beach litter originating from national land-based sources ends in the Ocean,2018,5102,M,A,2022-02-02,-,-,Asia,4709069,0.11
Timor-Leste,Beach litter originating from national land-based sources ends in the Ocean,2019,5068,M,A,2022-02-02,-,-,Asia,4667449,0.11
Timor-Leste,Beach litter originating from national land-based sources ends in the Ocean,2020,5528,M,A,2022-02-02,-,-,Asia,4896483,0.11
Timor-Leste,Beach litter originating from national land-based sources ends in the Ocean,2021,5793,M,A,2022-02-02,-,-,Asia,5283239,0.11
Timor-Leste,Beach litter originating from national land-based sources ends in the Ocean,2022,5823,M,A,2023-10-08,-,-,Asia,5265779,0.11
Togo,Beach litter originating from national land-based sources ends in the Ocean,2017,60,M,A,2022-02-02,-,-,Africa,4753968,0.0
Togo,Beach litter originating from national land-based sources ends in the Ocean,2018,368,M,A,2022-02-02,-,-,Africa,4709069,0.01
Togo,Beach litter originating from national land-based sources ends in the Ocean,2019,0,M,A,2022-02-02,-,-,Africa,4667449,0.0
Togo,Beach litter originating from national land-based sources ends in the Ocean,2020,15,M,A,2022-02-02,-,-,Africa,4896483,0.0
Togo,Beach litter originating from national land-based sources ends in the Ocean,2021,216,M,A,2022-02-02,-,-,Africa,5283239,0.0
Togo,Beach litter originating from national land-based sources ends in the Ocean,2022,607,M,A,2023-10-08,-,-,Africa,5265779,0.01
Tonga,Beach litter originating from national land-based sources ends in the Ocean,2017,172,M,A,2022-02-02,-,-,Oceania,4753968,0.0
Tonga,Beach litter originating from national land-based sources ends in the Ocean,2018,183,M,A,2022-02-02,-,-,Oceania,4709069,0.0
Tonga,Beach litter originating from national land-based sources ends in the Ocean,2019,188,M,A,2022-02-02,-,-,Oceania,4667449,0.0
Tonga,Beach litter originating from national land-based sources ends in the Ocean,2020,196,M,A,2022-02-02,-,-,Oceania,4896483,0.0
Tonga,Beach litter originating from national land-based sources ends in the Ocean,2021,224,M,A,2022-02-02,-,-,Oceania,5283239,0.0
Tonga,Beach litter originating from national land-based sources ends in the Ocean,2022,256,M,A,2023-10-08,-,-,Oceania,5265779,0.0
Trinidad and Tobago,Beach litter originating from national land-based sources ends in the Ocean,2017,12544,M,A,2022-02-02,-,-,North America,4753968,0.26
Trinidad and Tobago,Beach litter originating from national land-based sources ends in the Ocean,2018,14001,M,A,2022-02-02,-,-,North America,4709069,0.3
Trinidad and Tobago,Beach litter originating from national land-based sources ends in the Ocean,2019,12608,M,A,2022-02-02,-,-,North America,4667449,0.27
Trinidad and Tobago,Beach litter originating from national land-based sources ends in the Ocean,2020,15807,M,A,2022-02-02,-,-,North America,4896483,0.32
Trinidad and Tobago,Beach litter originating from national land-based sources ends in the Ocean,2021,14927,M,A,2022-02-02,-,-,North America,5283239,0.28
Trinidad and Tobago,Beach litter originating from national land-based sources ends in the Ocean,2022,16498,M,A,2023-10-08,-,-,North America,5265779,0.31
Tunisia,Beach litter originating from national land-based sources ends in the Ocean,2017,31754,M,A,2022-02-02,-,-,Africa,4753968,0.67
Tunisia,Beach litter originating from national land-based sources ends in the Ocean,2018,40859,M,A,2022-02-02,-,-,Africa,4709069,0.87
Tunisia,Beach litter originating from national land-based sources ends in the Ocean,2019,43590,M,A,2022-02-02,-,-,Africa,4667449,0.93
Tunisia,Beach litter originating from national land-based sources ends in the Ocean,2020,36604,M,A,2022-02-02,-,-,Africa,4896483,0.75
Tunisia,Beach litter originating from national land-based sources ends in the Ocean,2021,43249,M,A,2022-02-02,-,-,Africa,5283239,0.82
Tunisia,Beach litter originating from national land-based sources ends in the Ocean,2022,36675,M,A,2023-10-08,-,-,Africa,5265779,0.7
Türkiye,Beach litter originating from national land-based sources ends in the Ocean,2017,142849,M,A,2022-02-02,-,-,Asia,4753968,3.0
Türkiye,Beach litter originating from national land-based sources ends in the Ocean,2018,123348,M,A,2022-02-02,-,-,Asia,4709069,2.62
Türkiye,Beach litter originating from national land-based sources ends in the Ocean,2019,164624,M,A,2022-02-02,-,-,Asia,4667449,3.53
Türkiye,Beach litter originating from national land-based sources ends in the Ocean,2020,129179,M,A,2022-02-02,-,-,Asia,4896483,2.64
Türkiye,Beach litter originating from national land-based sources ends in the Ocean,2021,153356,M,A,2022-02-02,-,-,Asia,5283239,2.9
Türkiye,Beach litter originating from national land-based sources ends in the Ocean,2022,146291,M,A,2023-10-08,-,-,Asia,5265779,2.78
Ukraine,Beach litter originating from national land-based sources ends in the Ocean,2017,14783,M,A,2022-02-02,-,-,Europe,4753968,0.31
Ukraine,Beach litter originating from national land-based sources ends in the Ocean,2018,9529,M,A,2022-02-02,-,-,Europe,4709069,0.2
Ukraine,Beach litter originating from national land-based sources ends in the Ocean,2019,12876,M,A,2022-02-02,-,-,Europe,4667449,0.28
Ukraine,Beach litter originating from national land-based sources ends in the Ocean,2020,11590,M,A,2022-02-02,-,-,Europe,4896483,0.24
Ukraine,Beach litter originating from national land-based sources ends in the Ocean,2021,14103,M,A,2022-02-02,-,-,Europe,5283239,0.27
Ukraine,Beach litter originating from national land-based sources ends in the Ocean,2022,15389,M,A,2023-10-08,-,-,Europe,5265779,0.29
United Arab Emirates,Beach litter originating from national land-based sources ends in the Ocean,2017,73,M,A,2022-02-02,-,-,Asia,4753968,0.0
United Arab Emirates,Beach litter originating from national land-based sources ends in the Ocean,2018,39,M,A,2022-02-02,-,-,Asia,4709069,0.0
United Arab Emirates,Beach litter originating from national land-based sources ends in the Ocean,2019,74,M,A,2022-02-02,-,-,Asia,4667449,0.0
United Arab Emirates,Beach litter originating from national land-based sources ends in the Ocean,2020,66,M,A,2022-02-02,-,-,Asia,4896483,0.0
United Arab Emirates,Beach litter originating from national land-based sources ends in the Ocean,2021,76,M,A,2022-02-02,-,-,Asia,5283239,0.0
United Arab Emirates,Beach litter originating from national land-based sources ends in the Ocean,2022,73,M,A,2023-10-08,-,-,Asia,5265779,0.0
United Kingdom of Great Britain and Northern Ireland,Beach litter originating from national land-based sources ends in the Ocean,2017,1141,M,A,2022-02-02,-,-,Europe,4753968,0.02
United Kingdom of Great Britain and Northern Ireland,Beach litter originating from national land-based sources ends in the Ocean,2018,1838,M,A,2022-02-02,-,-,Europe,4709069,0.04
United Kingdom of Great Britain and Northern Ireland,Beach litter originating from national land-based sources ends in the Ocean,2019,2249,M,A,2022-02-02,-,-,Europe,4667449,0.05
United Kingdom of Great Britain and Northern Ireland,Beach litter originating from national land-based sources ends in the Ocean,2020,1908,M,A,2022-02-02,-,-,Europe,4896483,0.04
United Kingdom of Great Britain and Northern Ireland,Beach litter originating from national land-based sources ends in the Ocean,2021,2427,M,A,2022-02-02,-,-,Europe,5283239,0.05
United Kingdom of Great Britain and Northern Ireland,Beach litter originating from national land-based sources ends in the Ocean,2022,2418,M,A,2023-10-08,-,-,Europe,5265779,0.05
United Republic of Tanzania,Beach litter originating from national land-based sources ends in the Ocean,2017,69072,M,A,2022-02-02,-,-,Africa,4753968,1.45
United Republic of Tanzania,Beach litter originating from national land-based sources ends in the Ocean,2018,77313,M,A,2022-02-02,-,-,Africa,4709069,1.64
United Republic of Tanzania,Beach litter originating from national land-based sources ends in the Ocean,2019,84799,M,A,2022-02-02,-,-,Africa,4667449,1.82
United Republic of Tanzania,Beach litter originating from national land-based sources ends in the Ocean,2020,94065,M,A,2022-02-02,-,-,Africa,4896483,1.92
United Republic of Tanzania,Beach litter originating from national land-based sources ends in the Ocean,2021,88883,M,A,2022-02-02,-,-,Africa,5283239,1.68
United Republic of Tanzania,Beach litter originating from national land-based sources ends in the Ocean,2022,84527,M,A,2023-10-08,-,-,Africa,5265779,1.61
United States of America,Beach litter originating from national land-based sources ends in the Ocean,2017,34416,M,A,2022-02-02,-,-,North America,4753968,0.72
United States of America,Beach litter originating from national land-based sources ends in the Ocean,2018,35911,M,A,2022-02-02,-,-,North America,4709069,0.76
United States of America,Beach litter originating from national land-based sources ends in the Ocean,2019,37323,M,A,2022-02-02,-,-,North America,4667449,0.8
United States of America,Beach litter originating from national land-based sources ends in the Ocean,2020,38619,M,A,2022-02-02,-,-,North America,4896483,0.79
United States of America,Beach litter originating from national land-based sources ends in the Ocean,2021,39274,M,A,2022-02-02,-,-,North America,5283239,0.74
United States of America,Beach litter originating from national land-based sources ends in the Ocean,2022,41337,M,A,2023-10-08,-,-,North America,5265779,0.79
Uruguay,Beach litter originating from national land-based sources ends in the Ocean,2017,71744,M,A,2022-02-02,-,-,South America,4753968,1.51
Uruguay,Beach litter originating from national land-based sources ends in the Ocean,2018,69925,M,A,2022-02-02,-,-,South America,4709069,1.48
Uruguay,Beach litter originating from national land-based sources ends in the Ocean,2019,67093,M,A,2022-02-02,-,-,South America,4667449,1.44
Uruguay,Beach litter originating from national land-based sources ends in the Ocean,2020,55327,M,A,2022-02-02,-,-,South America,4896483,1.13
Uruguay,Beach litter originating from national land-based sources ends in the Ocean,2021,49342,M,A,2022-02-02,-,-,South America,5283239,0.93
Uruguay,Beach litter originating from national land-based sources ends in the Ocean,2022,46715,M,A,2023-10-08,-,-,South America,5265779,0.89
Vanuatu,Beach litter originating from national land-based sources ends in the Ocean,2017,266,M,A,2022-02-02,-,-,Oceania,4753968,0.01
Vanuatu,Beach litter originating from national land-based sources ends in the Ocean,2018,345,M,A,2022-02-02,-,-,Oceania,4709069,0.01
Vanuatu,Beach litter originating from national land-based sources ends in the Ocean,2019,233,M,A,2022-02-02,-,-,Oceania,4667449,0.0
Vanuatu,Beach litter originating from national land-based sources ends in the Ocean,2020,288,M,A,2022-02-02,-,-,Oceania,4896483,0.01
Vanuatu,Beach litter originating from national land-based sources ends in the Ocean,2021,361,M,A,2022-02-02,-,-,Oceania,5283239,0.01
Vanuatu,Beach litter originating from national land-based sources ends in the Ocean,2022,423,M,A,2023-10-08,-,-,Oceania,5265779,0.01
Venezuela (Bolivarian Republic of),Beach litter originating from national land-based sources ends in the Ocean,2017,31212,M,A,2022-02-02,-,-,South America,4753968,0.66
Venezuela (Bolivarian Republic of),Beach litter originating from national land-based sources ends in the Ocean,2018,27909,M,A,2022-02-02,-,-,South America,4709069,0.59
Venezuela (Bolivarian Republic of),Beach litter originating from national land-based sources ends in the Ocean,2019,30179,M,A,2022-02-02,-,-,South America,4667449,0.65
Venezuela (Bolivarian Republic of),Beach litter originating from national land-based sources ends in the Ocean,2020,40812,M,A,2022-02-02,-,-,South America,4896483,0.83
Venezuela (Bolivarian Republic of),Beach litter originating from national land-based sources ends in the Ocean,2021,34660,M,A,2022-02-02,-,-,South America,5283239,0.66
Venezuela (Bolivarian Republic of),Beach litter originating from national land-based sources ends in the Ocean,2022,40698,M,A,2023-10-08,-,-,South America,5265779,0.77
Viet Nam,Beach litter originating from national land-based sources ends in the Ocean,2017,184289,M,A,2022-02-02,-,-,Asia,4753968,3.88
Viet Nam,Beach litter originating from national land-based sources ends in the Ocean,2018,184496,M,A,2022-02-02,-,-,Asia,4709069,3.92
Viet Nam,Beach litter originating from national land-based sources ends in the Ocean,2019,172187,M,A,2022-02-02,-,-,Asia,4667449,3.69
Viet Nam,Beach litter originating from national land-based sources ends in the Ocean,2020,181584,M,A,2022-02-02,-,-,Asia,4896483,3.71
Viet Nam,Beach litter originating from national land-based sources ends in the Ocean,2021,191061,M,A,2022-02-02,-,-,Asia,5283239,3.62
Viet Nam,Beach litter originating from national land-based sources ends in the Ocean,2022,215343,M,A,2023-10-08,-,-,Asia,5265779,4.09
Yemen,Beach litter originating from national land-based sources ends in the Ocean,2017,6555,M,A,2022-02-02,-,-,Asia,4753968,0.14
Yemen,Beach litter originating from national land-based sources ends in the Ocean,2018,4234,M,A,2022-02-02,-,-,Asia,4709069,0.09
Yemen,Beach litter originating from national land-based sources ends in the Ocean,2019,4198,M,A,2022-02-02,-,-,Asia,4667449,0.09
Yemen,Beach litter originating from national land-based sources ends in the Ocean,2020,4905,M,A,2022-02-02,-,-,Asia,4896483,0.1
Yemen,Beach litter originating from national land-based sources ends in the Ocean,2021,4915,M,A,2022-02-02,-,-,Asia,5283239,0.09
Yemen,Beach litter originating from national land-based sources ends in the Ocean,2022,4909,M,A,2023-10-08,-,-,Asia,5265779,0.09
